deal_id,company_name,industry,lead_source,deal_value,stage,created_date,close_date,sales_rep,region,next_step,probability,sales_cycle_days
DEAL-0074,Jaggi-Chaudhry,EdTech,Inbound,7003.46,Discovery,2023-10-13,2024-02-18,Deepak Rao,East,Technical Eval,20,128.0
DEAL-0168,Misra-Wason,IT Services,Referral,184124.21,Closed Won,2022-04-19,2022-08-27,Priya Nair,West,Follow Up Call,70,130.0
DEAL-0210,"Deshmukh, Chander and Sura",IT Services,Linkedin,5738.79,Closed Lost,2022-07-25,2022-11-26,Aman Verma,East,Contract Review,30,124.0
DEAL-0607,Bala-Kaur,FinTech,Linkedin,87077.7,Prospecting,2023-11-03,2024-03-31,Karan Mehta,North,Contract Review,40,149.0
DEAL-0067,Bassi Ltd,E-Commerce,Inbound,126855.72,Closed Lost,2022-10-24,2023-01-11,Neha Gupta,West,Contract Review,90,79.0
DEAL-0012,Bhardwaj LLC,Logistics,Linkedin,93565.58,Closed Lost,2023-08-28,2024-01-02,Riya Sharma,North,Follow Up Call,100,127.0
DEAL-0494,"Pathak, Ahuja and Garg",Real Estate,Website,173837.73,Closed Won,2023-02-14,2023-07-30,Deepak Rao,East,,20,166.0
DEAL-0643,Sura-Kunda,IT Services,Referral,190937.64,Prospecting,2023-05-12,2023-10-04,Deepak Rao,West,,100,145.0
DEAL-0179,"Anne, Chatterjee and Divan",Retail,Website,114450.2,Closed Won,2023-06-28,2023-08-07,Sonal Joshi,North,,100,40.0
DEAL-0266,Mammen PLC,Retail,Referral,208204.54,Closed Won,2023-10-24,2024-02-02,Sonal Joshi,South,Technical Eval,20,101.0
DEAL-0356,Bir-Prakash,Real Estate,Website,115384.8,Proposal Sent,2022-09-02,2022-11-07,Neha Gupta,South,Send Proposal,70,66.0
DEAL-0501,Vohra LLC,SaaS,Referral,145320.22,Negotiation,2022-02-07,,Karan Mehta,West,Technical Eval,10,
DEAL-0290,"Walla, Dutta and Prakash",Real Estate,Inbound,148087.82,Qualified,2022-01-16,2022-11-04,Aman Verma,West,Technical Eval,50,292.0
DEAL-0418,Kaur Inc,EdTech,Inbound,1419016.85,Proposal Sent,2022-11-10,2023-03-15,Neha Gupta,North,Schedule Demo,70,125.0
DEAL-0178,Pradhan PLC,Manufacturing,Inbound,6673.38,Closed Won,2023-07-07,2023-10-28,Sonal Joshi,East,,60,113.0
DEAL-0454,Parsa LLC,Manufacturing,Partner,124923.57,Qualified,2022-12-29,2023-04-19,Deepak Rao,West,Send Proposal,50,111.0
DEAL-0532,Memon Inc,Healthcare,Cold Outreach,248945.05,Negotiation,2023-01-10,2024-03-15,Riya Sharma,South,Stakeholder Meeting,20,430.0
DEAL-0084,"Bansal, Bajaj and Devi",Real Estate,Inbound,126414.69384615385,Negotiation,2023-10-26,2024-02-17,Riya Sharma,South,Pricing Discussion,100,114.0
DEAL-0568,"Pal, Pillay and Sarraf",Logistics,Event,219577.66,Proposal Sent,2023-03-29,2023-05-16,Karan Mehta,North,,70,48.0
DEAL-0353,"Deshmukh, Mand and Raj",Retail,Linkedin,155396.98,Qualified,2022-07-29,2022-08-24,Arjun Pillai,North,Send Proposal,50,26.0
DEAL-0458,Yohannan-Bobal,E-Commerce,Website,47269.24,Qualified,2022-06-08,2022-10-31,Priya Nair,South,Stakeholder Meeting,100,145.0
DEAL-0080,Sura-Sen,FinTech,Cold Outreach,99655.46,Proposal Sent,2023-11-18,2024-04-28,Priya Nair,North,Send Proposal,70,162.0
DEAL-0024,"Chaudhuri, Maharaj and Lalla",Real Estate,Partner,131753.2,Negotiation,2023-10-28,2024-04-24,Riya Sharma,East,Follow Up Call,50,179.0
DEAL-0016,"Sarkar, Korpal and Basak",E-Commerce,Inbound,119514.43,Closed Won,2022-04-06,2022-09-02,Sonal Joshi,North,Follow Up Call,40,149.0
DEAL-0595,"Sankar, Jaggi and Dhaliwal",EdTech,Website,63466.16,Closed Lost,2022-03-16,2022-06-19,Deepak Rao,South,Stakeholder Meeting,60,95.0
DEAL-0235,Sidhu Ltd,E-Commerce,Linkedin,222815.13,Closed Won,2022-08-23,2022-11-22,Riya Sharma,North,,50,91.0
DEAL-0650,"Virk, Shere and Brahmbhatt",E-Commerce,Inbound,212148.54,Closed Won,2022-08-29,2022-12-31,Neha Gupta,North,Follow Up Call,90,124.0
DEAL-0272,Dugar-Brar,Logistics,Inbound,58169.05,Closed Lost,2022-09-12,2023-01-27,Sonal Joshi,North,,70,137.0
DEAL-0495,Chana and Sons,E-Commerce,Event,154514.14,Discovery,2023-11-27,2024-11-03,Priya Nair,North,Stakeholder Meeting,50,342.0
DEAL-0287,Walia-Bandi,Manufacturing,Linkedin,123160.23636363637,Prospecting,2022-02-21,2022-05-11,Priya Nair,West,Contract Review,80,79.0
DEAL-0329,"Mukherjee, Dhingra and Saraf",FinTech,Event,97406.54,Closed Lost,2023-05-06,2023-07-16,Aman Verma,South,Technical Eval,90,71.0
DEAL-0034,"Thaman, Mohan and Bhardwaj",EdTech,Website,239306.15,Proposal Sent,2023-12-16,2024-05-12,Deepak Rao,West,Schedule Demo,80,148.0
DEAL-0355,"Kar, Sarna and Jayaraman",Healthcare,Cold Outreach,160360.12,Closed Lost,2022-11-18,2022-12-25,Deepak Rao,West,Follow Up Call,90,37.0
DEAL-0010,"Bains, Kanda and Agate",Manufacturing,Inbound,43588.79,Qualified,2023-07-13,2023-12-19,Deepak Rao,South,Follow Up Call,20,159.0
DEAL-0023,Nair Ltd,Logistics,Referral,190858.5881818182,Prospecting,2022-07-23,2022-11-10,Neha Gupta,East,Follow Up Call,80,110.0
DEAL-0364,Barman PLC,Real Estate,Linkedin,93371.56,Qualified,2022-11-20,2023-03-23,Riya Sharma,West,Stakeholder Meeting,50,123.0
DEAL-0478,Jha-Muni,Real Estate,Cold Email,13010.3,Closed Lost,2023-04-17,2023-06-05,Aman Verma,East,Send Proposal,80,49.0
DEAL-0510,"Baria, Baral and Lanka",SaaS,Cold Outreach,39832.05,Negotiation,2023-03-23,2023-04-23,Deepak Rao,West,,60,31.0
DEAL-0333,Kale-Badal,FinTech,Website,244445.66,Qualified,2023-02-09,2023-09-17,Arjun Pillai,North,Pricing Discussion,60,220.0
DEAL-0334,Nazareth LLC,FinTech,Inbound,224223.85,Negotiation,2022-03-11,,Arjun Pillai,South,Contract Review,10,
DEAL-0335,"Borah, Dalal and Sood",FinTech,Inbound,61292.79,Proposal Sent,2023-11-23,2024-01-04,Sonal Joshi,South,Stakeholder Meeting,70,42.0
DEAL-0579,Bora PLC,Manufacturing,Referral,120398.58,Closed Won,2023-11-11,2023-12-27,Arjun Pillai,North,,20,46.0
DEAL-0260,Saran LLC,EdTech,Cold Outreach,142255.54100000003,Prospecting,2023-03-10,2023-08-17,Aman Verma,South,,60,160.0
DEAL-0204,"Vora, Khosla and Varty",E-Commerce,Referral,114143.26,Qualified,2023-06-25,2023-10-19,Deepak Rao,West,,30,116.0
DEAL-0197,Dyal-Vig,Retail,Referral,93637.29,Proposal Sent,2022-05-09,2022-07-27,Priya Nair,West,Schedule Demo,80,79.0
DEAL-0586,Kuruvilla Inc,Healthcare,Inbound,161931.64,Prospecting,2022-11-14,2023-04-02,Deepak Rao,West,Technical Eval,50,139.0
DEAL-0311,"Narasimhan, Bhasin and Bansal",Logistics,Inbound,166524.66,Discovery,2023-05-14,2023-06-02,Aman Verma,South,Pricing Discussion,70,19.0
DEAL-0397,Soman-Ramanathan,Retail,Cold Outreach,73673.54,Closed Won,2022-09-28,2023-02-08,Neha Gupta,South,,100,133.0
DEAL-0094,Varughese Inc,IT Services,Event,156042.62,Negotiation,2022-10-04,2023-02-07,Neha Gupta,North,Pricing Discussion,20,126.0
DEAL-0571,Sheth Group,IT Services,Cold Email,197031.39,Prospecting,2022-08-07,2022-10-16,Aman Verma,West,Contract Review,10,70.0
DEAL-0301,"Badal, Grewal and Bhatnagar",EdTech,Referral,239523.04,Proposal Sent,2023-01-24,2023-07-16,Aman Verma,West,Stakeholder Meeting,90,173.0
DEAL-0325,Dey Inc,SaaS,Linkedin,207875.21,Qualified,2023-05-30,2023-07-04,Priya Nair,West,Schedule Demo,20,35.0
DEAL-0185,"Sahni, Taneja and Balay",IT Services,Linkedin,231160.97,Proposal Sent,2022-04-25,2022-09-22,Arjun Pillai,West,Stakeholder Meeting,90,150.0
DEAL-0559,Muni and Sons,Real Estate,Referral,58224.95,Closed Lost,2022-08-11,2022-12-13,Sonal Joshi,North,Technical Eval,70,124.0
DEAL-0292,Gill-Varma,Retail,Linkedin,61354.56,Closed Won,2022-08-31,2023-07-01,Deepak Rao,South,,60,304.0
DEAL-0154,Chhabra PLC,E-Commerce,Cold Outreach,14138.07,Closed Won,2023-07-04,2023-11-17,Neha Gupta,North,,80,136.0
DEAL-0076,Bir-Warrior,IT Services,Linkedin,94615.52,Proposal Sent,2022-06-16,2022-10-30,Karan Mehta,North,Pricing Discussion,10,136.0
DEAL-0573,"Dani, Lanka and Bansal",Healthcare,Linkedin,64065.03,Qualified,2023-04-30,2023-10-20,Deepak Rao,South,Contract Review,60,173.0
DEAL-0069,"Sengupta, Mukhopadhyay and Hayre",Healthcare,Referral,117021.51,Closed Lost,2022-08-27,2023-03-01,Arjun Pillai,East,Follow Up Call,40,186.0
DEAL-0546,Chahal-Sama,Logistics,Inbound,34545.48,Closed Won,2022-05-11,2022-09-30,Neha Gupta,North,Contract Review,10,142.0
DEAL-0189,Mangat-Gour,EdTech,Referral,239553.33,Discovery,2022-01-03,2022-11-05,Karan Mehta,North,Technical Eval,10,306.0
DEAL-0237,Kala Ltd,Manufacturing,Cold Outreach,114378.06,Closed Won,2022-02-02,2022-02-21,Arjun Pillai,North,Contract Review,30,19.0
DEAL-0089,Basu Ltd,E-Commerce,Inbound,123537.846,Proposal Sent,2023-07-01,2023-10-22,Karan Mehta,North,,40,113.0
DEAL-0587,"Goel, Krish and Chatterjee",SaaS,Referral,42406.71,Qualified,2022-08-19,2023-01-05,Sonal Joshi,South,Send Proposal,50,139.0
DEAL-0118,"Hayre, Wagle and Kala",Retail,Linkedin,239387.95,Closed Won,2022-09-29,2023-05-03,Karan Mehta,North,Contract Review,40,216.0
DEAL-0126,"Iyengar, Oommen and Loyal",EdTech,Partner,177700.73,Closed Won,2023-08-21,2023-12-22,Karan Mehta,South,Send Proposal,50,123.0
DEAL-0569,Anne-Konda,Retail,Event,153697.08,Closed Won,2023-03-29,2023-09-10,Sonal Joshi,South,Technical Eval,100,165.0
DEAL-0239,"Mangat, Char and Bava",Real Estate,Inbound,15838.0,Prospecting,2022-03-14,2022-06-05,Arjun Pillai,North,,10,83.0
DEAL-0001,"Dave, Lalla and Dani",Real Estate,Inbound,154909.91,Closed Won,2023-10-17,2024-01-16,Aman Verma,North,Stakeholder Meeting,70,91.0
DEAL-0240,Tailor-Sahota,EdTech,Partner,137241.15,Closed Won,2023-06-11,2023-07-14,Sonal Joshi,West,,100,33.0
DEAL-0282,Vaidya LLC,E-Commerce,Referral,93112.93,Closed Lost,2022-09-13,2022-10-26,Sonal Joshi,North,Send Proposal,20,43.0
DEAL-0551,"Kalla, Radhakrishnan and Dhingra",SaaS,Referral,78317.56,Discovery,2023-11-25,2023-12-28,Neha Gupta,South,Technical Eval,100,33.0
DEAL-0279,Batra-Pingle,FinTech,Cold Email,63636.08,Closed Lost,2022-07-07,2022-12-24,Arjun Pillai,North,Follow Up Call,60,170.0
DEAL-0117,Bhatti-Butala,Logistics,Referral,122200.89,Proposal Sent,2022-05-27,,Sonal Joshi,East,Technical Eval,100,
DEAL-0480,"Vig, Deol and Gola",Healthcare,Linkedin,143584.36,Discovery,2022-09-11,2022-12-08,Aman Verma,North,Contract Review,50,88.0
DEAL-0540,Saraf-Behl,Healthcare,Referral,110161.58,Closed Won,2023-02-23,2023-06-20,Sonal Joshi,South,Stakeholder Meeting,40,117.0
DEAL-0275,De Ltd,Manufacturing,Cold Outreach,51555.81,Prospecting,2023-04-07,2023-12-10,Aman Verma,West,Schedule Demo,30,247.0
DEAL-0440,Kade-Sen,Retail,Inbound,232831.0,Closed Won,2023-07-20,2023-10-28,Arjun Pillai,North,,100,100.0
DEAL-0145,Sangha LLC,Logistics,Referral,38679.42,Closed Lost,2023-03-09,2024-01-30,Deepak Rao,East,Schedule Demo,50,327.0
DEAL-0612,Khare-Bhatnagar,Healthcare,Linkedin,45885.94,Closed Won,2022-08-13,2022-11-25,Neha Gupta,West,Follow Up Call,60,104.0
DEAL-0553,Narain Ltd,Logistics,Website,162186.16,Closed Lost,2023-09-23,2023-12-31,Sonal Joshi,North,,40,99.0
DEAL-0628,Gour-Guha,Logistics,Linkedin,131364.66,Qualified,2022-11-21,2023-03-22,Arjun Pillai,East,Schedule Demo,60,121.0
DEAL-0533,Ganesh-Kothari,Retail,Linkedin,221126.2,Closed Lost,2022-11-18,2023-03-22,Neha Gupta,South,,50,124.0
DEAL-0269,"Dass, Guha and Kurian",Logistics,Inbound,194371.75083333332,Qualified,2023-02-17,2023-06-08,Sonal Joshi,North,Schedule Demo,20,111.0
DEAL-0463,Dhillon Ltd,E-Commerce,Cold Outreach,39632.84,Qualified,2022-01-26,2022-03-21,Aman Verma,West,,40,54.0
DEAL-0262,Chauhan Ltd,Healthcare,Cold Outreach,100162.67,Discovery,2023-04-24,2023-08-28,Karan Mehta,East,Pricing Discussion,10,126.0
DEAL-0196,"Iyer, Sami and Nagar",Healthcare,Linkedin,133749.13,Closed Lost,2023-06-30,2023-09-22,Sonal Joshi,West,Follow Up Call,90,84.0
DEAL-0108,"Mane, Suri and Gola",Manufacturing,Cold Outreach,206307.02,Prospecting,2022-08-05,2022-09-16,Karan Mehta,South,Contract Review,40,42.0
DEAL-0598,"Modi, Sankaran and Mannan",Retail,Referral,126060.64444444445,Closed Won,2023-10-07,2024-12-02,Priya Nair,West,Pricing Discussion,80,422.0
DEAL-0518,"Varkey, Sharaf and Tank",Manufacturing,Website,27819.71,Closed Won,2022-02-15,2022-06-29,Neha Gupta,South,Follow Up Call,10,134.0
DEAL-0322,Bhakta LLC,EdTech,Linkedin,24359.71,Closed Lost,2022-02-21,,Riya Sharma,East,Stakeholder Meeting,50,
DEAL-0101,Nair LLC,Real Estate,Referral,218664.28,Proposal Sent,2022-02-27,2022-07-21,Riya Sharma,South,,70,144.0
DEAL-0576,Thakkar Ltd,Healthcare,Cold Outreach,82535.8,Closed Won,2022-03-28,2022-12-08,Aman Verma,South,Technical Eval,100,255.0
DEAL-0621,Kant-Soman,EdTech,Partner,164884.81,Discovery,2023-04-13,2023-07-14,Priya Nair,West,,30,92.0
DEAL-0180,Randhawa PLC,Healthcare,Cold Outreach,85758.2,Closed Lost,2022-01-01,2022-05-29,Sonal Joshi,North,Send Proposal,100,148.0
DEAL-0305,"Varkey, Butala and Sani",FinTech,Linkedin,108360.1825,Discovery,2023-04-11,2023-11-09,Priya Nair,West,Technical Eval,100,212.0
DEAL-0552,Kumar PLC,EdTech,Cold Outreach,204275.14,Closed Won,2022-06-28,2022-09-02,Karan Mehta,North,Pricing Discussion,10,66.0
DEAL-0125,Subramanian-Sidhu,FinTech,Inbound,245653.77,Discovery,2023-03-15,2023-08-05,Sonal Joshi,South,Send Proposal,20,143.0
DEAL-0549,"Iyengar, Pandit and Prabhakar",Retail,Cold Outreach,129010.22294117647,Closed Won,2023-12-11,2024-03-16,Arjun Pillai,West,,30,96.0
DEAL-0602,Srinivasan-Krishna,Manufacturing,Inbound,89942.76,Closed Lost,2023-01-29,2023-06-05,Aman Verma,North,,70,127.0
DEAL-0426,Karpe Group,IT Services,Cold Email,171491.09,Discovery,2023-03-29,2023-05-07,Karan Mehta,West,Send Proposal,10,39.0
DEAL-0184,Bala-Gala,E-Commerce,Inbound,44130.62,Closed Won,2022-01-20,2022-02-12,Deepak Rao,North,Send Proposal,80,23.0
DEAL-0641,Taneja-Bhardwaj,Logistics,Partner,160805.75,Prospecting,2022-10-11,2023-01-24,Deepak Rao,West,Send Proposal,100,105.0
DEAL-0143,Tandon PLC,Healthcare,Partner,29548.5,Proposal Sent,2023-01-30,2023-07-19,Riya Sharma,South,Send Proposal,60,170.0
DEAL-0142,"Bakshi, Mangal and Hora",Real Estate,Inbound,60289.55,Closed Lost,2022-03-07,2022-05-23,Aman Verma,North,Send Proposal,90,77.0
DEAL-0391,Sem-Menon,SaaS,Inbound,78606.64,Closed Lost,2023-11-15,2024-05-13,Neha Gupta,West,,20,180.0
DEAL-0321,"Zacharia, Bera and Sidhu",Retail,Partner,91838.07,Negotiation,2022-02-28,2022-05-20,Aman Verma,West,Follow Up Call,50,81.0
DEAL-0020,"Bahri, Soman and Chokshi",E-Commerce,Cold Outreach,105644.8,Discovery,2023-09-09,2023-12-31,Aman Verma,South,,70,113.0
DEAL-0173,"Chandran, Sarin and Buch",Logistics,Inbound,161487.82,Closed Won,2023-09-16,2024-01-06,Priya Nair,East,Follow Up Call,100,112.0
DEAL-0384,"Krishnamurthy, Dave and Iyengar",Retail,Inbound,126471.6,Closed Lost,2023-11-07,,Arjun Pillai,South,Send Proposal,70,
DEAL-0313,Savant LLC,Manufacturing,Inbound,105777.93,Closed Won,2022-07-14,,Aman Verma,North,Send Proposal,10,
DEAL-0013,"Tailor, Dada and Khurana",EdTech,Referral,246357.47,Prospecting,2023-03-09,2023-03-20,Riya Sharma,South,Send Proposal,10,11.0
DEAL-0306,Ahuja PLC,FinTech,Inbound,18780.27,Closed Won,2022-10-20,2023-04-04,Sonal Joshi,West,Send Proposal,80,166.0
DEAL-0026,Wadhwa-Narula,SaaS,Cold Email,149007.57,Closed Lost,2023-07-13,2023-08-26,Sonal Joshi,West,Send Proposal,20,44.0
DEAL-0516,Sur PLC,SaaS,Inbound,124570.9,Proposal Sent,2022-07-14,2022-10-24,Neha Gupta,South,,70,102.0
DEAL-0170,Gokhale-Sama,Real Estate,Referral,117403.19909090908,Prospecting,2022-02-11,2022-08-12,Aman Verma,West,Pricing Discussion,30,182.0
DEAL-0564,"Mitter, Anne and Wali",IT Services,Cold Outreach,65800.92,Negotiation,2023-09-14,2023-10-29,Priya Nair,East,,80,45.0
DEAL-0409,Khosla-Apte,Real Estate,Event,115021.35,Discovery,2023-10-12,,Deepak Rao,West,,20,
DEAL-0246,"Biswas, Khare and Jha",SaaS,Inbound,219683.29,Proposal Sent,2023-07-07,2023-10-20,Priya Nair,East,Schedule Demo,60,105.0
DEAL-0299,"Palla, Misra and Shenoy",Healthcare,Partner,22945.96,Closed Won,2022-03-02,2022-07-06,Arjun Pillai,East,Contract Review,30,126.0
DEAL-0432,"Thaker, Divan and Goda",E-Commerce,Cold Email,89051.34,Closed Lost,2022-04-25,,Neha Gupta,South,Send Proposal,70,
DEAL-0155,Munshi LLC,E-Commerce,Website,107381.82,Qualified,2022-10-01,2023-03-13,Deepak Rao,East,Follow Up Call,90,163.0
DEAL-0127,"Narayanan, Kari and Setty",E-Commerce,Partner,124805.75,Negotiation,2023-02-13,2023-07-23,Arjun Pillai,North,Send Proposal,70,160.0
DEAL-0469,Barad-Bora,Retail,Referral,50839.15,Closed Won,2022-01-10,2023-03-04,Deepak Rao,West,Follow Up Call,60,418.0
DEAL-0342,"Gola, Apte and Jaggi",FinTech,Cold Outreach,40326.93,Closed Won,2023-09-01,,Aman Verma,North,Schedule Demo,10,
DEAL-0288,"Prakash, Sheth and Roy",Logistics,Partner,186606.83,Proposal Sent,2023-10-30,2024-01-13,Neha Gupta,West,Stakeholder Meeting,20,75.0
DEAL-0433,Lala Inc,FinTech,Cold Email,132673.13,Discovery,2022-03-19,2022-05-22,Neha Gupta,West,Send Proposal,30,64.0
DEAL-0174,Kapur Ltd,IT Services,Website,109787.3,Qualified,2022-07-23,2022-12-20,Arjun Pillai,East,Pricing Discussion,60,150.0
DEAL-0354,Mital PLC,Healthcare,Referral,242385.53,Closed Won,2023-11-17,2024-02-27,Sonal Joshi,South,Follow Up Call,20,102.0
DEAL-0058,Bhasin-Bala,SaaS,Inbound,35017.87,Qualified,2023-09-26,2024-03-23,Neha Gupta,East,Pricing Discussion,70,179.0
DEAL-0471,"Majumdar, Thaman and Master",Logistics,Inbound,238201.28,Negotiation,2023-12-20,2024-06-07,Riya Sharma,East,Technical Eval,50,170.0
DEAL-0223,Wable-Seth,EdTech,Cold Email,7415.81,Closed Won,2022-12-13,2023-05-23,Karan Mehta,North,,30,161.0
DEAL-0281,Brar-Madan,IT Services,Inbound,163936.73,Negotiation,2023-04-19,2023-05-07,Arjun Pillai,West,Follow Up Call,70,18.0
DEAL-0018,"Bumb, Garg and Mutti",Healthcare,Inbound,21108.29,Negotiation,2022-08-27,2022-11-14,Sonal Joshi,North,Schedule Demo,50,79.0
DEAL-0487,"Dass, Puri and Aggarwal",EdTech,Website,185317.23,Prospecting,2022-12-03,2023-04-20,Priya Nair,West,Contract Review,70,138.0
DEAL-0323,Bhatti PLC,Healthcare,Partner,117454.45,Discovery,2023-08-22,2023-12-23,Aman Verma,West,Stakeholder Meeting,50,123.0
DEAL-0468,Arora and Sons,Logistics,Referral,45882.05,Closed Lost,2022-09-12,2023-01-14,Sonal Joshi,North,Stakeholder Meeting,10,124.0
DEAL-0191,Sane-Jain,Real Estate,Inbound,96538.09,Closed Lost,2023-04-08,2024-02-01,Riya Sharma,West,Pricing Discussion,10,299.0
DEAL-0613,Kara Ltd,SaaS,Partner,1659993.43,Discovery,2022-06-30,2022-10-20,Sonal Joshi,North,,90,112.0
DEAL-0392,"Devan, Bala and Purohit",SaaS,Partner,175346.61,Qualified,2023-07-22,2023-11-17,Riya Sharma,North,Contract Review,70,118.0
DEAL-0095,"Goel, Lata and Dhingra",SaaS,Partner,150462.54,Closed Won,2023-10-18,2023-12-31,Sonal Joshi,East,Send Proposal,10,74.0
DEAL-0181,"Gade, Iyengar and Gill",Real Estate,Cold Outreach,145354.95,Closed Won,2023-06-09,2023-09-29,Deepak Rao,North,Pricing Discussion,30,112.0
DEAL-0302,Arora Group,IT Services,Inbound,210571.78,Negotiation,2022-01-03,2022-02-09,Arjun Pillai,West,Technical Eval,20,37.0
DEAL-0425,Vasa-Rattan,Real Estate,Referral,96659.29,Qualified,2022-06-15,2022-08-19,Arjun Pillai,West,Pricing Discussion,80,65.0
DEAL-0508,"Baral, Rau and Srinivas",E-Commerce,Cold Email,983145.07,Closed Won,2022-12-20,2023-06-15,Deepak Rao,West,Contract Review,80,177.0
DEAL-0452,Ghosh-Madan,FinTech,Cold Email,94619.29,Closed Won,2023-11-14,2024-01-25,Riya Sharma,West,Send Proposal,10,72.0
DEAL-0449,Maharaj-Pant,Real Estate,Cold Outreach,73194.48,Qualified,2022-08-04,2023-01-19,Sonal Joshi,South,Schedule Demo,100,168.0
DEAL-0427,Bera Inc,Manufacturing,Cold Outreach,41932.51,Closed Lost,2023-07-19,2023-08-26,Karan Mehta,West,Follow Up Call,100,38.0
DEAL-0006,"Goda, Rastogi and Bandi",Real Estate,Inbound,203575.74,Prospecting,2022-08-17,2022-11-19,Sonal Joshi,North,,20,94.0
DEAL-0046,"Pau, Atwal and Bhatia",Real Estate,Partner,282250.44,Prospecting,2022-12-19,2023-01-27,Sonal Joshi,North,Stakeholder Meeting,20,39.0
DEAL-0396,Hegde-Saxena,Manufacturing,Cold Email,196583.72,Negotiation,2022-05-18,2022-07-21,Neha Gupta,West,Technical Eval,90,64.0
DEAL-0523,"Saraf, Savant and Bahri",SaaS,Cold Outreach,84101.96,Negotiation,2023-07-06,2023-11-27,Priya Nair,North,Pricing Discussion,80,144.0
DEAL-0172,Babu Inc,Retail,Inbound,52324.52,Closed Lost,2023-04-06,2023-10-18,Riya Sharma,South,,40,195.0
DEAL-0049,"Badami, Basak and Venkataraman",SaaS,Website,202800.58,Closed Won,2022-02-14,2022-05-14,Neha Gupta,East,Pricing Discussion,50,89.0
DEAL-0525,Raj Group,IT Services,Referral,7805.08,Qualified,2023-11-18,2024-04-05,Aman Verma,West,Technical Eval,80,139.0
DEAL-0636,Suresh-Samra,Retail,Inbound,243105.15,Closed Lost,2023-02-05,,Deepak Rao,East,Stakeholder Meeting,50,
DEAL-0004,Oza-Mallick,Healthcare,Cold Outreach,114564.49333333335,Closed Won,2022-09-10,2022-11-27,Arjun Pillai,West,Follow Up Call,20,78.0
DEAL-0410,Date PLC,Logistics,Referral,147649.78,Proposal Sent,2022-09-28,2023-03-01,Aman Verma,West,,70,154.0
DEAL-0640,"Balasubramanian, Sampath and Bhattacharyya",EdTech,Referral,10858.01,Qualified,2023-10-15,2024-02-17,Aman Verma,North,Stakeholder Meeting,10,125.0
DEAL-0284,Pai PLC,IT Services,Linkedin,181991.33,Proposal Sent,2023-03-30,2023-07-24,Aman Verma,North,Technical Eval,100,116.0
DEAL-0286,Seth Group,Healthcare,Linkedin,81665.89,Prospecting,2022-04-11,2022-07-23,Deepak Rao,North,Pricing Discussion,30,103.0
DEAL-0570,"Subramanian, Bera and Mishra",Manufacturing,Cold Outreach,100979.0,Closed Lost,2023-11-23,2023-12-31,Neha Gupta,North,Schedule Demo,20,38.0
DEAL-0226,Dhar Group,Logistics,Linkedin,209531.29,Negotiation,2023-07-22,,Deepak Rao,South,Pricing Discussion,60,
DEAL-0545,Chadha Inc,E-Commerce,Referral,6975.33,Negotiation,2023-07-22,2023-08-27,Priya Nair,East,,90,36.0
DEAL-0264,"Baria, Chandra and Om",E-Commerce,Inbound,123537.846,Qualified,2023-11-21,2024-04-02,Neha Gupta,South,,40,133.0
DEAL-0051,Batta PLC,Retail,Partner,43729.71,Closed Won,2023-04-07,2023-09-02,Arjun Pillai,West,Follow Up Call,10,148.0
DEAL-0365,"Rege, Kunda and Sridhar",Manufacturing,Cold Outreach,110844.22111111112,Negotiation,2022-03-16,,Karan Mehta,East,Schedule Demo,80,
DEAL-0230,Tripathi-Seth,Retail,Cold Outreach,117853.19,Closed Lost,2022-01-08,,Neha Gupta,West,Send Proposal,60,
DEAL-0038,Buch-Vala,E-Commerce,Cold Outreach,46944.15,Qualified,2022-09-06,,Aman Verma,South,Schedule Demo,20,
DEAL-0158,Mahajan-Lall,E-Commerce,Referral,198050.35,Qualified,2022-04-25,2022-11-05,Priya Nair,South,Pricing Discussion,40,194.0
DEAL-0238,Narang PLC,E-Commerce,Event,218692.04,Qualified,2022-12-05,2023-02-13,Arjun Pillai,North,,30,70.0
DEAL-0375,Mangal-Sankaran,EdTech,Cold Outreach,195896.43,Prospecting,2022-09-29,2023-03-24,Arjun Pillai,North,,60,176.0
DEAL-0371,"Sunder, Munshi and Shanker",IT Services,Event,198163.22499999998,Negotiation,2022-03-17,2022-08-09,Neha Gupta,South,,10,145.0
DEAL-0176,Doshi-Atwal,Retail,Referral,126060.64444444445,Prospecting,2023-01-18,,Deepak Rao,East,Schedule Demo,100,
DEAL-0588,Mutti-Ahuja,IT Services,Cold Email,165307.668,Negotiation,2022-07-23,2022-09-11,Sonal Joshi,South,Stakeholder Meeting,40,50.0
DEAL-0627,"Bose, Shan and Lad",SaaS,Cold Outreach,17904.68,Proposal Sent,2023-09-02,2023-11-12,Arjun Pillai,West,,40,71.0
DEAL-0195,Keer-Sarkar,EdTech,Linkedin,150974.54,Negotiation,2022-03-12,2022-04-30,Arjun Pillai,South,Pricing Discussion,10,49.0
DEAL-0590,Kalita-Narula,IT Services,Linkedin,243706.78,Closed Lost,2022-01-26,2022-11-05,Neha Gupta,East,,90,283.0
DEAL-0423,Handa-Mahajan,EdTech,Cold Outreach,187978.99,Proposal Sent,2023-10-15,2024-02-10,Arjun Pillai,South,Send Proposal,50,118.0
DEAL-0489,Solanki Group,E-Commerce,Linkedin,12896.45,Closed Won,2022-03-13,2022-06-18,Arjun Pillai,West,,90,97.0
